filename,title,@creator,location,exact_spot,intimacy_level,date_stamp,daytime_icon,rawness_percent,BLIP_description,artistic_description,keywords,keyword_confidences,vibe,context
image649,Floral Design with Animal,@peaceful_mind,"Haifa, Israel",park bench,4,Full moon in March,🍷,0.9,-,"a of a floral design, a of an animal, and an of the alphabet",design; alphabet; animal; bookmarks; symbols; pages; bookmark; glossary; menus; recipes; bibliographic,0.7341; 0.7319; 0.6994; 0.2645; 0.2627; 0.2595; 0.2585; 0.2534; 0.2495; 0.2495; 0.2487,neutral,-
image65,Man and Woman in Desert,@beryl_light,"Lamu, Kenya",dockside pier,34,Midsummer night,🍝,0.74,-,a of a man and woman in the desert,desert; animation; backgrounds; comic; thumbnail; panels; pages,0.6958; 0.2668; 0.2612; 0.2566; 0.2545; 0.2517; 0.2517,serene,-
image650,"Bug, Butterfly, and Insect",@found_poetry,"Oaxaca, Mexico",hotel balcony,28,Autumn equinox,☕,0.98,-,"a of a bug, a butterfly, and an insect",insect; butterfly; bug; bookmarks; stationery; pages; folders; contents; stickers,0.7285; 0.7209; 0.7067; 0.2841; 0.2714; 0.2695; 0.2689; 0.2687; 0.2679,mysterious,-
image651,Colorful Cityscape with Skyscrapers,@quiet_night,"Hallstatt, Austria",park bench,4,04/07/11,-,0.82,-,a colorful cityscape with skyscrapers,skyscrapers; cityscape; buildings; towers; cities; blocks; banner; puzzles; city; pixels,0.7819; 0.7674; 0.273; 0.2677; 0.2653; 0.2644; 0.2597; 0.2552; 0.2513; 0.2494,whimsical,-
image652,Man Floating in Air,@ethereal_beauty,"Samarkand, Uzbekistan",beach,3,Middle of summer,🌙,0.98,-,a man floating in the air,air; falling; float; banner; carnival; stars; floating; gravity; travelers,0.7331; 0.2671; 0.2659; 0.2604; 0.259; 0.2588; 0.2581; 0.2564; 0.2562,ethereal,-
image653,Herd of Sheep Glowing,@tanzanite_night,"Berlin, Germany",bus seat,7,Third week of lockdown,🌙,0.86,-,a herd of sheep with glowing eyes,herd; eyes; sheep; audience; invasion; livestock; chorus; gathered; orgy; beings,0.7938; 0.727; 0.2914; 0.2867; 0.2745; 0.2683; 0.2682; 0.2665; 0.266; 0.2627,warm,-
image654,Collie Wearing Sunglasses,@sacred_space,"Budapest, Hungary",library window,30,An endless Sunday,☀️,0.97,-,a collie wearing sunglasses,collie; sunglasses; wearing; artist; paint; painted; dog; puppy; bear; crafts,0.7747; 0.7038; 0.6971; 0.2546; 0.253; 0.2508; 0.2479; 0.2478; 0.2476; 0.246,serene,-
image655,Crab with Words “Innocence”,@asteroid_belt,"Caesarea, Israel",attic room,12,The hottest day of the year,🍝,0.67,-,"a crab with the words ""innocence"" written on it",crab; innocence; maine; seafood; une; louisiana; thumbnail; maryland; peterson; omega,0.8031; 0.7014; 0.2608; 0.2566; 0.2533; 0.2507; 0.2464; 0.2461; 0.2454; 0.2453,mysterious,-
image656,Island Waterfall with People,@expressive_heart,"Sapa, Vietnam",hotel balcony,28,The festival weekend,-,0.63,-,an island with a waterfall and people in the water,waterfall; island; water; groundwater; rain; precipitation; irrigation; humidity; membrane; diagram; hydraulic,0.761; 0.7597; 0.7504; 0.2852; 0.281; 0.2796; 0.2736; 0.2735; 0.2717; 0.2715; 0.2706,serene,-
image657,Two Birds and a Green Heron,@cryptic_message,"Barcelona, Spain",bridge at dusk,31,After the last train,☕,0.55,-,two birds and a green heron,heron; creatures; birds; griffin; dragon; wings; bird; markers; scanned,0.7438; 0.2793; 0.2781; 0.2728; 0.2724; 0.269; 0.2686; 0.2672; 0.2667,cool,-
image658,Green Beetle,@lost_art,"Luang Prabang, Laos",rain-soaked café,16,On my sister's wedding day,🍝,0.52,Sketched on a napkin during lunch break,a of a green beetle on a of,beetle; insects; bee; bugs; buzz; card; verde; patrol; aaa,0.7856; 0.2745; 0.2712; 0.2701; 0.2649; 0.2643; 0.2632; 0.259; 0.2571,cool,Sketched on a napkin during lunch break
image659,Person Riding Bicycle Downhill,@garnet_sun,"Lamu, Kenya",secluded garden,23,One rainy afternoon,🍝,0.57,-,a person riding a bicycle down a street,street; person; disabilities; inclusion; accessibility; disability; accessible; bicycle; cycling; adaptive,0.7342; 0.7298; 0.276; 0.2716; 0.2715; 0.2694; 0.2643; 0.2621; 0.2619; 0.2532,mysterious,-
image66,Group of Different People,@undercurrent,"Amsterdam, Netherlands",during traffic in my car,10,Just before sunrise,☀️,0.8,-,a group of people in different poses,poses; group; collective; dozen; entities; molecules; orgy; bodies; composite; header,0.7318; 0.7275; 0.2521; 0.2509; 0.2495; 0.2477; 0.2467; 0.2465; 0.2459; 0.2451,serene,-
image660,Variety of Fruits and Vegetables,@meditation_room,"Venice, Italy",market square,21,-,🍷,0.72,Made this after too much coffee at 3 a.m.,a variety of fruits and vegetables,variety; produce; vegetables; tomatoes; fruits; varieties; grocery; foods; fruit,0.7382; 0.2813; 0.2713; 0.2702; 0.2686; 0.2663; 0.2662; 0.265; 0.2614,mysterious,Made this after too much coffee at 3 a.m.
image661,Various Types of Fish,@celestial_harmony,"Reykjavík, Iceland",empty classroom,32,31/12/07,☀️,0.65,-,various types of fish and other sea creatures,sea; types; biodiversity; creatures; aquarium; organisms; catalog; fish; aquatic; biological,0.741; 0.727; 0.2725; 0.268; 0.2675; 0.2673; 0.2666; 0.2665; 0.2632; 0.2629,mysterious,-
image662,Group of Vehicles in City,@opal_dream,"Jaffa, Israel",desert roadside,18,One rainy afternoon,🍝,0.55,-,a group of vehicles on a city street,street; city; group; cars; vehicles; tractor; parking; automobile; automobiles; vehicle; motorcycles,0.7306; 0.7085; 0.7017; 0.2713; 0.2708; 0.2678; 0.2647; 0.2622; 0.2609; 0.2598; 0.2585,neutral,-
image663,Words: “Better Faggot Than Fascist”,@morganite_blush,"Vancouver, Canada",on the rooftop,37,Middle of summer,-,0.94,-,the words better a faggot than a fascist,faggot; patches; bestiality; beastiality; rather; favors; liberal; republican; dogs,0.7589; 0.2664; 0.2616; 0.2609; 0.2588; 0.2581; 0.2576; 0.2557; 0.2556,mysterious,-
image664,"Pansies, Daffodils, Irises, and Others",@undercurrent,"Valparaíso, Chile",hidden alleyway,26,My last day at work,🍝,0.83,-,"pansies, daffodils, irises, and other flowers",pansies; irises; daffodils; flowers; flower; floral; stationery; card; purple,0.8014; 0.7618; 0.7276; 0.2692; 0.2685; 0.262; 0.2612; 0.261; 0.2557,cool,-
image665,Relationship Between Shrimp,@ruby_heart,"Toronto, Canada",museum hallway,33,The festival weekend,☕,0.7,-,the relationship between shrimp and bugs,shrimp; relationship; samba; biology; fish; bugs; samoa; bio; bug; seafood,0.7816; 0.7008; 0.2869; 0.2838; 0.2768; 0.2745; 0.2741; 0.2741; 0.2734; 0.2721,serene,-
image666,Blue and Red Swirls,@serene_waters,"Rome, Italy",hidden alleyway,26,Midsummer night,-,0.64,-,blue and red swirls,swirls; blue; wallpaper,0.7958; 0.7512; 0.3013,melancholic,-
image667,Bird with Bread in Its Beak,@calm_ocean,"Tel Aviv, Israel",forest clearing,35,Night of the eclipse,🍝,0.82,-,a bird with bread in its beak,beak; bread; bird,0.7768; 0.7681; 0.3022,neutral,-
image668,Three Blueberries on Branch,@citrine_glow,"Jerusalem, Israel",backstage dressing room,25,The festival weekend,-,0.88,-,three blueberries on a branch,blueberries; branch; fruits; fig; fruit,0.8124; 0.7329; 0.3048; 0.304; 0.3026,melancholic,-
image669,Two Pink Butterflies and Blue,@artistic_soul,"Chefchaouen, Morocco",candlelit room,24,15/05/23,🍷,0.59,-,two pink butterflies in a blue frame,butterflies; frame; blue; butterfly; appendix; wings; segment; wing; bat; quilt,0.7574; 0.721; 0.6972; 0.2637; 0.2527; 0.252; 0.2497; 0.2483; 0.2461; 0.246,melancholic,-
image67,Rocks and Water,@arcane_symbol,"Eilat, Israel",during traffic in my car,10,Early spring 2005,☕,0.86,-,rocks and water in the sunlight,water; sunlight; rocks; detail; streams; oils; geological; acrylic; terrain; green,0.7319; 0.7303; 0.2908; 0.2678; 0.2677; 0.2651; 0.2633; 0.2628; 0.2621; 0.26,whimsical,-
image670,Fish Sticker with Angry Face,@shadow_whisper,"Mitzpe Ramon, Israel",bar counter,9,Night of the eclipse,☀️,-,-,a of a fish and a sticker with an angry face,sticker; face; shark; fin; permalink; wall; concern; fish; anger; loss,0.7596; 0.7502; 0.2852; 0.2813; 0.2759; 0.2742; 0.2735; 0.2728; 0.271; 0.2708,mysterious,-
image671,Variety of Animals Including Giraffe,@back_story,"Haifa, Israel",backstage dressing room,25,The day the power went out,🌙,0.69,Took ideas from a stranger's conversation at the café,"a variety of animals, including a giraffe, an antelope, and a zebra",antelope; giraffe; animals; zebra; variety; deer,0.7854; 0.7675; 0.7647; 0.7484; 0.7246; 0.3119,neutral,Took ideas from a stranger's conversation at the café
image672,Four Leaves in Blue,-,"Athens, Greece",museum hallway,33,Early morning in August,🍷,0.84,-,four leaves in blue and white,leaf; pine; plants; plant; leaves; textile; printable; peoples,0.2861; 0.2813; 0.2806; 0.2743; 0.2742; 0.2741; 0.2739; 0.2722,melancholic,-
image673,Butterfly with Pink Flowers,-,"Kyoto, Japan",-,1,The day the power went out,-,0.51,-,a butterfly with pink flowers and stars,butterfly; flowers; stars; attract; mentor; insects; preserve; continually; complement; intention; nevertheless,0.7473; 0.7393; 0.7067; 0.2613; 0.2591; 0.2585; 0.2581; 0.258; 0.2579; 0.2578; 0.2569,serene,-
image674,Angelfish and Swordfish,@tanzanite_night,"Sapa, Vietnam",toilet,2,First week of college,🌙,0.87,-,an angelfish and a swordfish,fish,0.3074,mysterious,-
image675,"Mountains, Trees, and River",@transcendent_moment,"Athens, Greece",empty classroom,32,First week of college,🌙,0.87,-,"mountains, trees, and a river",river; trees; mountains,0.7608; 0.7541; 0.3013,mysterious,-
image676,Fish with Stars,@abstract_mind,"Takayama, Japan",market square,21,Worst birthday I've ever had,🍷,0.79,-,a of a fish with stars on it,fish; star; salmon; asp; trout; starsmerchant; stars; alternatively,0.2816; 0.2796; 0.2737; 0.269; 0.2674; 0.2663; 0.262; 0.2598,neutral,-
image677,Woman with Dreadlocks,@underground_rail,"Takayama, Japan",rain-soaked café,16,04/07/11,🍝,0.83,-,a of a woman with dreadlocks,dreadlocks; mother; spouse; hair; moses; willow; girl; portrait,0.7929; 0.2616; 0.2609; 0.2606; 0.259; 0.2582; 0.2582; 0.2575,neutral,-
image678,Person in the Woods,@occult_art,"Nara, Japan",beach,3,Summer solstice,🍝,-,-,a person in the woods with their arms outstretched,woods; person; arms; praise; payday; arise; magical; sun; freedom; reach; rays,0.7504; 0.7287; 0.7069; 0.2689; 0.2646; 0.2637; 0.263; 0.2628; 0.2623; 0.2609; 0.2597,neutral,-
image679,Color and Shape,@planet_blue,"Acre, Israel",toilet,2,Before the big storm,🍷,0.52,-,"color, shape, and",shape; color; bacon; acrylic; guinea; shell; piece; bhutan; macedonia; cardiovascular,0.7384; 0.7377; 0.2775; 0.2753; 0.2744; 0.2713; 0.2652; 0.2648; 0.2632; 0.2628,serene,-
image680,Woman in White Dress Standing,@solar_flare,"Zanzibar, Tanzania",-,1,Middle of summer,🌙,0.63,-,a woman in a white dress standing in the middle of a room,standing; dress; middle; advertisement; bedroom; metropolitan; flyer; salon; frontpage; rooms; victorian,0.7406; 0.7285; 0.7175; 0.2637; 0.2604; 0.2597; 0.2592; 0.2574; 0.2569; 0.256; 0.2553,neutral,-
image681,"Pigeons, Doves, and Others",@spinel_heart,"Reykjavík, Iceland",airport lounge,36,The day we met,☀️,0.9,-,"of pigeons, doves, and other birds",pigeons; doves; birds,0.7952; 0.7831; 0.3095,mysterious,-
image682,Pomegranate,@wandering_soul,"Eilat, Israel",park bench,4,Midnight in April,🌙,0.64,-,a of a pomegranate,pomegranate; maple,0.767; 0.3033,mysterious,-
image683,"Scissors, Glue, and Paint",@pearl_moon,"Luang Prabang, Laos",on the rooftop,37,Blue hour in January,🌙,0.57,-,"scissors, glue, and paint",paint; scissors; glue; variation; seed; textile; birds; dried; seeds; wing,0.7389; 0.7352; 0.7292; 0.2711; 0.2641; 0.263; 0.263; 0.2628; 0.2623; 0.2619,neutral,-
image684,Man Sitting on Park Bench,@expressive_heart,"San Francisco, USA",bar counter,9,Before the big storm,-,0.56,-,a man sitting on a park bench with a cell phone in his hand,bench; park; cell; phil; farmer; portrait; neil; scanned; marion; murray; markers,0.7386; 0.7242; 0.7018; 0.2549; 0.2533; 0.2524; 0.2522; 0.2486; 0.2478; 0.2474; 0.2468,serene,-
image685,Woman Knitting on Couch,@foreground_focus,"Sapa, Vietnam",train window seat,22,The day the power went out,☀️,0.65,-,a woman knitting on a couch,couch; granny; knitting; reader; librarian; writer; author; readers,0.7282; 0.2735; 0.2718; 0.2657; 0.2619; 0.2606; 0.2582; 0.2575,neutral,-
image686,Woman Tied Up with Red Rope,-,"Luang Prabang, Laos",market square,21,During the blackout,🍝,0.94,-,a woman tied up with red rope,bondage; rope; ribbon,0.3141; 0.31; 0.3049,warm,-
image687,Three Pool Balls with Numbers,@cosmic_dance,"Tiberias, Israel",secluded garden,23,Just before sunrise,🌙,0.78,-,three pool balls with numbers on them,balls; pool; number; numbers; buttons; numerical; integer; numeric; counts; markers,0.7238; 0.7075; 0.2795; 0.2725; 0.2705; 0.2697; 0.2678; 0.2659; 0.265; 0.2625,mysterious,-
image688,Scorpion Insect,@silent_storm,"Samarkand, Uzbekistan",school hallway,5,Blue hour in January,☀️,0.6,-,a of a scorpion and a of an insect,scorpion; insect; creatures; insects; species; creature; concepts; spider; ant,0.7643; 0.7562; 0.2637; 0.2616; 0.2547; 0.2536; 0.2531; 0.2514; 0.2508,neutral,-
image689,Jellyfish with Stars,@silent_storm,"Tel Aviv, Israel",kitchen table,11,Worst birthday I've ever had,🍝,0.73,-,a jellyfish with stars on it,jellyfish; stars; root; humidity; bacterial; static; gnu; hair; seal; wizard,0.8027; 0.7413; 0.2666; 0.2619; 0.2616; 0.2615; 0.2597; 0.2588; 0.2588; 0.2569,neutral,-
image690,Tray of Pastries and Cup,@amber_glow,"New York, USA",library window,30,04/07/11,-,0.59,-,a tray of pastries and a cup of coffee,pastries; tray; cup; cups; coffee; container; cafe; fruits; refrigerator; beverage,0.784; 0.7549; 0.2696; 0.267; 0.2658; 0.2644; 0.2642; 0.2636; 0.2634; 0.2626,neutral,-
image691,Woman Sitting on Floor,@brown_bear,"Haifa, Israel",metro station,8,The hottest day of the year,🍷,0.64,-,a woman sitting on the floor with her legs spread apart,legs; floor; yellow; lemon; ink; handbags; boxing; sewing; mercury; nudist,0.7365; 0.7292; 0.2764; 0.276; 0.2753; 0.2719; 0.2711; 0.2701; 0.2699; 0.2692,warm,-
image692,"Two Fish, One Blue",@foreground_focus,"Fez, Morocco",hotel balcony,28,Halloween night,☀️,0.66,-,"two fish, one blue and one yellow",blue; yellow; fish; reconstruction; restoration; epinions; seafood; biodiversity; reproduction; fisheries,0.7331; 0.7189; 0.2867; 0.2746; 0.2728; 0.2709; 0.27; 0.2695; 0.2679; 0.2655,melancholic,-
image693,Bunny Rabbit Standing Next,@planet_blue,"Hallstatt, Austria",mountain lookout,19,Full moon in March,☕,0.72,-,a bunny and a rabbit standing next to each other,rabbit; bunny,0.7963; 0.3166,neutral,-
image694,Two Birds and Stork,@surface_tension,"Kathmandu, Nepal",attic room,12,My last day at work,🌙,0.52,-,two birds and a stork,stork; reconstruction; restoration; birds; poultry; chicks; reproduction; duck; adults,0.7672; 0.2879; 0.2844; 0.2749; 0.2696; 0.2651; 0.2631; 0.2624; 0.2619,serene,-
image695,Castle in the Middle,@peaceful_mind,"Zanzibar, Tanzania",train window seat,22,After the last train,-,0.84,-,a castle in the middle of the ocean,ocean; middle; acrylic; sky; castle; aurora; backgrounds; distant; prophet; towers,0.7336; 0.7199; 0.2595; 0.2537; 0.2518; 0.2515; 0.2505; 0.25; 0.2499; 0.2496,mysterious,-
image696,Shadow of Fish,@green_tea,"Caesarea, Israel",in bed at midnight,38,First week of college,🌙,0.55,-,the shadow of a fish on a grid,fish; shadow; grid; detection; reconstruction; pointer; constraints; cgi; simulations; animation; sequences,0.7406; 0.725; 0.7245; 0.2692; 0.2652; 0.2617; 0.261; 0.2595; 0.2576; 0.257; 0.2568,dark,-
image697,Cat and Caterpillar,@turquoise_sea,"Samarkand, Uzbekistan",museum hallway,33,Day after graduation,-,0.52,-,a of a cat and a caterpillar,caterpillar; insects; worm; tiger; tigers; creatures; spots; species; bugs,0.7808; 0.286; 0.2814; 0.2763; 0.2757; 0.2699; 0.2696; 0.2688; 0.2678,neutral,-
image698,Conch Shell,@nomadic_heart,"Folegandros, Greece",desert roadside,18,Day after graduation,☀️,0.91,Created while lying on the floor looking at the ceiling,a of a conch shell,shell; conch; spots; appendix; prints; poultry; reconstruction; restoration; seeds; reproduction,0.7548; 0.753; 0.2668; 0.2643; 0.2623; 0.2579; 0.2566; 0.2565; 0.256; 0.2558,neutral,Created while lying on the floor looking at the ceiling
image699,Words: “Try Again”,@meditation_room,"San Francisco, USA",balcony at sunset,14,Just before sunrise,🌙,0.89,-,the words try again,messages; tract; allergy; annotated; stickers; card; homepage; assign,0.2759; 0.2733; 0.2713; 0.2705; 0.2697; 0.2695; 0.2653; 0.2638,neutral,-
image7,Old Building with Ladder,@spinel_heart,"Caesarea, Israel",forest clearing,35,21/09/99,☀️,0.56,-,an old building with a ladder on the side of it,ladder; building; side; mill; radar; panels; factory; towers; mills; processor; instrumentation,0.7398; 0.7353; 0.7077; 0.2529; 0.2469; 0.2437; 0.2428; 0.2427; 0.2426; 0.2423; 0.242,serene,-
image700,Strawberry Plant with Strawberries,@black_cat,"Vancouver, Canada",secluded garden,23,Early morning in August,☕,0.84,-,a strawberry plant with strawberries on it,strawberries; strawberry; plant; tomatoes; tomato; gardening; produce; cookbook; beginner; contributor; flower,0.7665; 0.764; 0.731; 0.2615; 0.2547; 0.2509; 0.2493; 0.2448; 0.244; 0.2432; 0.2427,serene,-
image701,Two Bugs with Words,@ethereal_beauty,"Valparaíso, Chile",by the fireplace,13,Early spring 2005,☕,0.7,-,two bugs with the words weevils written on them,bugs; verzeichnis; versus; levitra; virus; level; viruses; lewis; hepatitis,0.7541; 0.2881; 0.2835; 0.2821; 0.2804; 0.2774; 0.2765; 0.2756; 0.2714,serene,-
image702,Words: “Everything You Married”,@tourmaline_rain,"Rome, Italy",bridge at dusk,31,Worst birthday I've ever had,-,0.57,-,"the words, ""everything you married is not going to be on your way"" and an of a rabbit",way; worry; spring; expects; everything; rabbit; continually; encouraged; encourage,0.7069; 0.2791; 0.2669; 0.2658; 0.2625; 0.2605; 0.2587; 0.2578; 0.2576,neutral,-
image703,Yellow and Black Tiger,@abstract_mind,"Chefchaouen, Morocco",hidden alleyway,26,The day the power went out,🍝,0.71,-,a yellow and black tiger with its mouth open,tiger; mouth; restoration,0.7496; 0.738; 0.3114,dark,-
image704,Striped Underwear in Purple,@shallow_waters,"Kibbutz Ein Gedi, Israel",forest clearing,35,Autumn equinox,🍝,0.89,-,a of a striped underwear on a purple,purple; panties; underwear; laundry; flag; wall; bat; dryer; quilt,0.7492; 0.2685; 0.2671; 0.2631; 0.2567; 0.2565; 0.2562; 0.2537; 0.2534,cool,-
image705,Black and White Woman,@underground_rail,"Lisbon, Portugal",kitchen table,11,04/07/11,☀️,0.72,-,a black and white of a woman with her hair in a bun,bun; hair; flower; vulnerable; heads; inner; shoulder; biological; bouquet,0.765; 0.7622; 0.2674; 0.2674; 0.2669; 0.2668; 0.2653; 0.2641; 0.2638,neutral,-
image706,Penguin Wearing Birthday Hat,@enigmatic_smile,"Marrakesh, Morocco",park bench,4,Winter of '98,🍝,0.83,-,a penguin wearing a birthday hat,hat; birthday; penguin,0.7193; 0.7031; 0.3116,mysterious,-
